leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,9,9,48,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,10,10,26,,,,,,,,,,,1,3.218209465,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,11,11,2,,,,,,,,,,,1,2.884591759,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,12,12,4,,,,,,,,,,,1,2.651320432,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,13,13,5,,,,,,,,,,,2,2.268039448,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,14,14,10,,,,,,,,,,,1,2.817853414,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,15,15,13,,,,,,,,,,,2,3.11824097,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,16,16,30,,,,,,,,,,,1,2.801314227,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,17,17,18,,,,,,,,,,,1,2.517905011,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,18,18,14,,,,,,,,,,,1,2.350613463,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,19,19,33,,,,,,,,,,,2,2.818128974,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,20,20,46,,,,,,,,,,,2,3.068088464,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,21,21,31,,,,,,,,,,,1,2.284363412,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,22,22,36,,,,,,,,,,,1,2.05112132,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,23,23,42,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,24,24,7,,,,,,,,,,,2,1.551111834,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,25,25,9,,,,,,,,,,,1,3.201747099,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,26,26,22,,,,,,,,,,,2,2.401425633,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,27,27,29,,,,,,,,,,,2,2.634663371,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,28,28,3,,,,,,,,,,,2,2.601773784,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,29,29,32,,,,,,,,,,,1,2.650990756,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,30,30,37,,,,,,,,,,,2,2.601073066,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,31,31,11,,,,,,,,,,,2,3.451726183,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,32,32,35,,,,,,,,,,,2,3.501703277,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,33,33,39,,,,,,,,,,,1,2.551476966,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,34,34,43,,,,,,,,,,,2,3.501218092,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,35,35,16,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,36,36,23,,,,,,,,,,,1,3.601416116,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,37,37,49,,,,,,,,,,,2,2.5342946,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,38,38,20,,,,,,,,,,,2,2.217193377,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,39,39,45,,,,,,,,,,,1,2.167485001,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,40,40,6,,,,,,,,,,,2,3.101446129,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,41,41,8,,,,,,,,,,,1,2.150985624,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,42,42,19,,,,,,,,,,,1,3.168347758,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,43,43,47,,,,,,,,,,,1,2.734716461,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,44,44,12,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,45,45,15,,,,,,,,,,,2,2.667877036,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,46,46,40,,,,,,,,,,,2,2.551402945,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,47,47,25,,,,,,,,,,,2,3.134899898,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,48,48,0,,,,,,,,,,,1,2.31747102,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,49,49,41,,,,,,,,,,,1,1.901184441,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,0,0,20,,,,,,,,,2,0,2.568362935,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,1,1,7,,,,,,,,,2,0,3.451500075,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,2,2,17,,,,,,,,,1,0,3.11816726,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,3,3,8,,,,,,,,,2,0,1.934409924,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,4,4,11,,,,,,,,,1,0,2.751389073,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,5,5,5,,,,,,,,,1,0,3.451792741,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,6,6,10,,,,,,,,,2,0,3.301495083,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,7,7,14,,,,,,,,,2,0,3.835047599,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,8,8,6,,,,,,,,,2,0,2.400974972,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,9,9,21,,,,,,,,,2,0,2.934985303,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,10,10,15,,,,,,,,,1,0,2.184943549,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,11,11,2,,,,,,,,,2,0,3.18494386,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,12,12,22,,,,,,,,,2,0,1.767947854,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,13,13,3,,,,,,,,,1,0,2.801670962,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,14,14,4,,,,,,,,,2,0,1.251529186,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,15,15,18,,,,,,,,,2,0,2.867930655,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,16,16,19,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,17,17,12,,,,,,,,,1,0,2.701054934,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,18,18,13,,,,,,,,,2,0,2.818079522,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,19,19,23,,,,,,,,,1,0,3.151579975,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,20,20,0,,,,,,,,,1,0,2.801771109,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,21,21,9,,,,,,,,,1,0,2.351281213,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,22,22,16,,,,,,,,,2,0,3.167927265,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,23,23,24,,,,,,,,,2,0,3.468125413,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,24,24,1,,,,,,,,,1,0,2.817838485,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,27.95953314,,,,,,,,,,,,,,,,,,,,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,6,34.638,"[(None, 0.0), (1, 19.684), (6, 32.922), (6, 34.638)]",5,10.971,5,8.803,4,9.236,5,7.286,4,7.72,5,8.053,6,11.405,1,5.602,newer wtp,wtp27,47,59.99886173,1,1,2018_Sep_24_1109
