leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,40,40,4,,,,,,,,,,,2,3.651562906,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,41,41,3,,,,,,,,,,,2,2.718475025,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,42,42,22,,,,,,,,,,,1,3.301555504,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,43,43,29,,,,,,,,,,,1,2.601803507,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,44,44,34,,,,,,,,,,,1,2.968309566,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,45,45,47,,,,,,,,,,,2,2.501468607,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,46,46,49,,,,,,,,,,,2,2.201232112,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,47,47,33,,,,,,,,,,,2,2.95253837,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,48,48,45,,,,,,,,,,,2,1.818042031,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,49,49,18,,,,,,,,,,,1,2.43486688,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,0,0,6,,,,,,,,,2,0,2.734612595,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,1,1,3,,,,,,,,,2,0,3.435135596,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,2,2,1,,,,,,,,,1,0,1.984948801,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,3,3,9,,,,,,,,,2,0,2.801201882,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,4,4,13,,,,,,,,,2,0,2.768083583,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,5,5,20,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,6,6,18,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,7,7,5,,,,,,,,,1,0,1.35113887,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,8,8,16,,,,,,,,,2,0,1.751303459,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,9,9,4,,,,,,,,,2,0,2.434447323,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,10,10,21,,,,,,,,,1,0,2.871651782,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,11,11,0,,,,,,,,,1,0,2.268161647,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,12,12,7,,,,,,,,,1,0,3.201611549,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,13,13,24,,,,,,,,,1,0,2.184575149,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,14,14,15,,,,,,,,,1,0,2.918222357,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,15,15,12,,,,,,,,,2,0,2.351518618,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,16,16,10,,,,,,,,,1,0,1.83452887,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,17,17,17,,,,,,,,,2,0,2.651851216,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,18,18,8,,,,,,,,,1,0,2.301087739,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,19,19,11,,,,,,,,,1,0,2.884813572,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,20,20,19,,,,,,,,,2,0,2.26854886,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,21,21,14,,,,,,,,,1,0,2.834706148,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,22,22,22,,,,,,,,,1,0,2.801542752,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,23,23,23,,,,,,,,,2,0,3.068487715,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,24,24,2,,,,,,,,,2,0,2.134724311,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,7.636528813,,,,,,,,,,,,,,,,,,,,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,6,41.043,"[(None, 0.0), (6, 32.522), (6, 41.043)]",3,15.989,4,13.671,3,14.506,5,34.794,6,12.437,4,44.116,6,13.288,6,7.588,newer wtp,wtp24,18,59.91346421,m,1,2018_Apr_20_1318
