leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,12,12,5,,,,,,,,,,,2,1.634289015,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,13,13,10,,,,,,,,,,,1,1.867742079,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,14,14,19,,,,,,,,,,,2,2.667942249,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,15,15,30,,,,,,,,,,,1,2.93424457,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,16,16,47,,,,,,,,,,,2,1.950824241,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,17,17,12,,,,,,,,,,,1,1.63392357,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,18,18,33,,,,,,,,,,,2,1.434201184,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Going to a work outing
with colleagues",0.01,"Going on vacation 
by yourself",,,,,0,19,19,11,,,,,,,,,,,2,1.534186784,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,20,20,41,,,,,,,,,,,1,1.950838858,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,21,21,26,,,,,,,,,,,1,2.05106954,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,22,22,40,,,,,,,,,,,2,3.018001638,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,23,23,13,,,,,,,,,,,2,1.850997259,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,24,24,28,,,,,,,,,,,2,2.701000509,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,25,25,38,,,,,,,,,,,1,2.251045404,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,26,26,49,,,,,,,,,,,1,3.534698717,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,27,27,22,,,,,,,,,,,1,1.133982508,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,28,28,39,,,,,,,,,,,2,2.067515472,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,29,29,31,,,,,,,,,,,2,1.784249998,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,30,30,29,,,,,,,,,,,2,3.201214644,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,31,31,36,,,,,,,,,,,1,1.11731793,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,32,32,8,,,,,,,,,,,2,2.434385616,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,33,33,4,,,,,,,,,,,1,1.500812842,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,34,34,48,,,,,,,,,,,1,1.183820732,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,35,35,21,,,,,,,,,,,2,1.36738612,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,36,36,16,,,,,,,,,,,1,2.851157121,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,37,37,27,,,,,,,,,,,2,2.017820626,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,38,38,46,,,,,,,,,,,2,2.734624197,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.03,"Going to the movies 
by yourself",0.01,"Seeing a play with a 
significant other",,,,,0,39,39,34,,,,,,,,,,,1,2.084360129,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,40,40,14,,,,,,,,,,,1,2.167719717,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,41,41,6,,,,,,,,,,,1,2.334714143,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,42,42,1,,,,,,,,,,,2,2.150981118,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,43,43,3,,,,,,,,,,,2,2.367747211,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,44,44,45,,,,,,,,,,,1,3.001291652,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,45,45,20,,,,,,,,,,,1,2.717722625,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,46,46,9,,,,,,,,,,,2,1.967555997,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,47,47,37,,,,,,,,,,,2,1.367345066,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,48,48,17,,,,,,,,,,,2,2.851134417,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,49,49,35,,,,,,,,,,,2,3.184863571,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,0,0,12,,,,,,,,,1,0,1.800778661,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,1,1,2,,,,,,,,,1,0,3.201346204,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,2,2,10,,,,,,,,,2,0,1.850757154,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,3,3,9,,,,,,,,,2,0,1.234087227,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,4,4,1,,,,,,,,,1,0,2.417387318,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,5,5,22,,,,,,,,,2,0,2.151045498,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,6,6,15,,,,,,,,,1,0,3.168043796,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,7,7,17,,,,,,,,,2,0,2.250947434,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,8,8,11,,,,,,,,,2,0,1.950611194,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,9,9,24,,,,,,,,,1,0,3.067643611,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,10,10,21,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,11,11,16,,,,,,,,,1,0,1.784163846,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,12,12,0,,,,,,,,,2,0,2.584211307,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,13,13,19,,,,,,,,,1,0,2.934597263,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,14,14,8,,,,,,,,,2,0,2.584485624,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,15,15,20,,,,,,,,,2,0,2.40127946,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,16,16,13,,,,,,,,,1,0,2.517487372,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,17,17,23,,,,,,,,,1,0,2.917743898,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,18,18,3,,,,,,,,,1,0,2.617570009,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,19,19,6,,,,,,,,,1,0,1.850761819,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,20,20,4,,,,,,,,,2,0,1.85092106,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,21,21,18,,,,,,,,,2,0,3.451258264,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,22,22,14,,,,,,,,,2,0,2.7176203,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,23,23,7,,,,,,,,,2,0,2.450941338,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,24,24,5,,,,,,,,,1,0,2.601065294,,,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,5.10163772,,,,,,,,,,,,,,,,,,,,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,4,6.719,"[(None, 0.0), (4, 5.718), (4, 6.719)]",4,2.368,4,4.602,4,2.885,4,2.401,4,1.951,4,2.568,4,3.018,4,1.784,newer wtp,exc24,18,59.9052216,0,1,2019_Feb_13_1112
