leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,47,47,24,,,,,,,,,,,2,2.734816309,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,48,48,31,,,,,,,,,,,2,2.301108888,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,49,49,26,,,,,,,,,,,1,1.867797388,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,0,0,14,,,,,,,,,2,0,2.269186127,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,1,1,8,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,2,2,18,,,,,,,,,1,0,2.284308548,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,3,3,19,,,,,,,,,2,0,3.584470089,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,4,4,20,,,,,,,,,2,0,2.801299851,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,5,5,4,,,,,,,,,2,0,2.250845958,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,6,6,16,,,,,,,,,2,0,1.835314802,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,7,7,10,,,,,,,,,1,0,1.900869035,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,8,8,6,,,,,,,,,1,0,1.250637267,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,9,9,15,,,,,,,,,1,0,2.734656759,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,10,10,9,,,,,,,,,2,0,3.551257242,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,11,11,22,,,,,,,,,2,0,2.067358735,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,12,12,7,,,,,,,,,2,0,2.451094333,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,13,13,1,,,,,,,,,1,0,2.700931051,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,14,14,5,,,,,,,,,1,0,2.801031135,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,15,15,11,,,,,,,,,1,0,3.151156412,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,16,16,13,,,,,,,,,1,0,2.267540864,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,17,17,24,,,,,,,,,1,0,2.768299738,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,18,18,3,,,,,,,,,1,0,3.434436748,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,19,19,2,,,,,,,,,2,0,2.651943276,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,20,20,0,,,,,,,,,2,0,2.61811711,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,21,21,17,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,22,22,23,,,,,,,,,1,0,1.967722061,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,23,23,21,,,,,,,,,2,0,2.284015262,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,24,24,12,,,,,,,,,2,0,1.767241358,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.320339179,,,,,,,,,,,,,,,,,,,,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,5,22.206,"[(None, 0.0), (5, 21.638), (5, 22.206)]",4,5.402,6,3.902,4,3.418,7,4.351,5,6.152,5,3.135,7,5.302,6,3.535,newer wtp,wtp23,20,59.9610614,m,1,2018_Apr_20_1053
