leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.05,"Going on Spring Break 
vacation with friends",0.01,"Going for a bicycle
ride alone",,,,,0,9,9,13,,,,,,,,,,,2,2.167968941,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,10,10,35,,,,,,,,,,,2,2.335053975,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Having a romantic dinner 
with a significant other",0.02,"Painting your bedroom
a new color",,,,,0,11,11,25,,,,,,,,,,,2,2.569066764,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,12,12,38,,,,,,,,,,,2,3.168015593,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,"Watching Netflix at home 
by yourself",0.03,"Meeting new people 
at a party",,,,,0,13,13,32,,,,,,,,,,,1,2.718710355,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Having a picnic 
with family",0.02,"Watching a new 
episode of a television 
show",,,,,0,14,14,17,,,,,,,,,,,1,2.218240877,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,"Going for a walk 
in the park",0.01,Playing a team sport,,,,,0,15,15,8,,,,,,,,,,,1,1.48410135,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Practicing an
 instrument",0.05,"Attending a family member’s 
wedding",,,,,0,16,16,2,,,,,,,,,,,1,1.83425762,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,17,17,12,,,,,,,,,,,1,3.20209948,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Going to a carnival 
with friends",0.01,"Rearranging furniture 
in your house",,,,,0,18,18,23,,,,,,,,,,,2,2.351051062,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Playing cards with 
friends",0.02,Studying for a test alone,,,,,0,19,19,21,,,,,,,,,,,1,1.501323838,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,20,20,3,,,,,,,,,,,2,2.018467172,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,21,21,49,,,,,,,,,,,2,1.683996351,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,Exercising from home,0.03,"Attending a Superbowl 
party",,,,,0,22,22,22,,,,,,,,,,,2,1.984352184,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,23,23,37,,,,,,,,,,,2,1.48453304,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,Reading at the library,0.05,"Watching the sunset 
with a significant other",,,,,0,24,24,36,,,,,,,,,,,1,1.551191143,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,25,25,28,,,,,,,,,,,2,1.717454163,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,26,26,43,,,,,,,,,,,2,2.101739728,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,27,27,44,,,,,,,,,,,2,1.63470007,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,28,28,19,,,,,,,,,,,1,2.751361393,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,29,29,24,,,,,,,,,,,2,2.36816967,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,30,30,42,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,31,31,27,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,32,32,16,,,,,,,,,,,1,2.95202367,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,33,33,5,,,,,,,,,,,2,2.234816141,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,34,34,6,,,,,,,,,,,2,2.784387516,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,35,35,46,,,,,,,,,,,2,2.118008331,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,36,36,45,,,,,,,,,,,2,2.251471337,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,37,37,39,,,,,,,,,,,1,2.368298742,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,"Trying to solve a 
Rubik’s cube",0.03,"Going shopping with
a significant other",,,,,0,38,38,26,,,,,,,,,,,1,2.902027604,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,39,39,18,,,,,,,,,,,1,2.418385624,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Adding new friends
on facebook",0.01,Running a marathon,,,,,0,40,40,9,,,,,,,,,,,1,1.700921819,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,41,41,4,,,,,,,,,,,1,1.434894331,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Going on a double 
date",0.04,Doing your laundry,,,,,0,42,42,33,,,,,,,,,,,2,2.585128541,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,"Planting flowers 
in a garden",0.02,"Taking a road trip 
with family",,,,,0,43,43,14,,,,,,,,,,,1,1.550969389,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,"Going camping 
with family",0.01,"Learning how to 
perform card tricks",,,,,0,44,44,29,,,,,,,,,,,1,1.968439694,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,45,45,47,,,,,,,,,,,1,1.95278939,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,"Participating in 
a debate",0.03,"Going to a museum 
alone",,,,,0,46,46,15,,,,,,,,,,,2,3.434720162,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,47,47,1,,,,,,,,,,,2,1.95158576,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,"Shopping for clothes
with friends",0.03,"Going to the beach 
alone",,,,,0,48,48,40,,,,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,49,49,10,,,,,,,,,,,1,1.217914622,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,0,0,11,,,,,,,,,1,0,2.385054706,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,1,1,16,,,,,,,,,1,0,2.652133116,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,2,2,7,,,,,,,,,2,0,2.401419102,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,3,3,13,,,,,,,,,2,0,2.501896417,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,4,4,1,,,,,,,,,1,0,2.584887193,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,5,5,24,,,,,,,,,2,0,3.151780891,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,6,6,14,,,,,,,,,1,0,2.16763802,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,7,7,3,,,,,,,,,1,0,1.951411591,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,8,8,9,,,,,,,,,2,0,1.734909291,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,9,9,2,,,,,,,,,1,0,2.052129632,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,10,10,20,,,,,,,,,2,0,2.585193855,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,11,11,22,,,,,,,,,2,0,2.685103256,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,12,12,5,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,13,13,12,,,,,,,,,1,0,1.417685528,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,14,14,17,,,,,,,,,1,0,2.201753941,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,15,15,10,,,,,,,,,1,0,1.152129539,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,16,16,21,,,,,,,,,1,0,1.78486368,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,17,17,19,,,,,,,,,1,0,2.50184199,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,18,18,23,,,,,,,,,1,0,1.852111158,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,19,19,18,,,,,,,,,2,0,1.968068341,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,20,20,6,,,,,,,,,2,0,3.251647061,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,21,21,8,,,,,,,,,2,0,2.134566489,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,22,22,15,,,,,,,,,1,0,1.767890938,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,23,23,4,,,,,,,,,2,0,3.085242528,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,24,24,0,,,,,,,,,2,0,2.518014489,,,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.953247516,,,,,,,,,,,,,,,,,,,,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,5,22.89,"[(None, 0.0), (5, 21.973), (5, 22.89)]",4,4.135,2,5.687,6,3.983,5,5.721,6,5.168,3,7.084,5,5.873,6,3.2,newer wtp,WTP29,24,59.95981263,1,1,2018_Sep_28_1130
