leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.03,Shopping online,0.01,"Catching up with friends 
from high school",,,,,0,20,20,18,,,,,,,,,,,1,2.134283678,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,21,21,10,,,,,,,,,,,2,2.551193639,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Babysitting for a 
family member",0.01,"Going on a hike 
by yourself",,,,,0,22,22,39,,,,,,,,,,,1,2.401533876,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Trying out a new 
recipe at home",0.03,"Spending a day at the 
beach with a friend",,,,,0,23,23,16,,,,,,,,,,,2,1.984094875,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.03,"Going to a family 
member’s baby shower",0.02,Watching the news,,,,,0,24,24,31,,,,,,,,,,,1,2.567875996,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.02,"Going to the movies
with a significant other",0.05,"Driving to school
by yourself",,,,,0,25,25,46,,,,,,,,,,,1,1.700919648,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.03,"Going to a sporting
event with friends",0.05,Putting gas in a car,,,,,0,26,26,3,,,,,,,,,,,1,2.03425267,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.05,"Taking a road trip 
by yourself",0.03,"Traveling abroad with 
a significant other",,,,,0,27,27,30,,,,,,,,,,,2,2.184264193,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Watching a football 
game from home",0.01,"Attending a family 
barbeque",,,,,0,28,28,4,,,,,,,,,,,2,1.550750128,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Snapchatting with
friends",0.05,"Playing a videogame 
at home",,,,,0,29,29,19,,,,,,,,,,,1,2.45111971,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,30,30,48,,,,,,,,,,,2,2.201117299,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.05,Taking a nap,0.02,"Getting likes on a 
facebook post",,,,,0,31,31,28,,,,,,,,,,,1,1.950836839,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.02,"Getting lunch with 
coworkers",0.01,"Going to a farmer's
market by yourself",,,,,0,32,32,43,,,,,,,,,,,1,1.917353627,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Going to a friend’s 
birthday party",0.04,Reading a book,,,,,0,33,33,7,,,,,,,,,,,1,1.483882917,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Giving a friend a ride
to school",0.05,"Listening to music
by yourself",,,,,0,34,34,42,,,,,,,,,,,1,2.534609252,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.03,"Getting a slice of pizza 
by yourself",0.02,Joining a study group,,,,,0,35,35,24,,,,,,,,,,,1,2.284340299,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Buying coffee on 
the way to work",0.05,"Getting retweets 
on a picture",,,,,0,36,36,6,,,,,,,,,,,1,1.900591338,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Going to a nightclub with 
a group of friends",0.05,Writing journal entries,,,,,0,37,37,37,,,,,,,,,,,1,1.250618536,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Reading news 
articles",0.04,"Watching television
with family",,,,,0,38,38,47,,,,,,,,,,,2,2.384425736,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.05,"Having dinner with 
family",0.02,"Going grocery shopping 
alone",,,,,0,39,39,1,,,,,,,,,,,1,1.734623061,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.03,"Going on a 
dinner date",0.04,Getting a haircut,,,,,0,40,40,5,,,,,,,,,,,1,1.117889323,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,41,41,45,,,,,,,,,,,2,2.117741901,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,Drawing a picture,0.03,"Getting likes on an 
Instagram picture",,,,,0,42,42,20,,,,,,,,,,,2,1.400228225,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Taking an online
class",0.03,"Gaining Twitter
followers ",,,,,0,43,43,49,,,,,,,,,,,1,2.468381804,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.03,"Teaching yourself a 
different language",0.03,"Joining a club 
at school",,,,,0,44,44,12,,,,,,,,,,,2,2.10089346,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Having a movie marathon 
with a roommate",0.04,"Looking through old 
photo albums",,,,,0,45,45,35,,,,,,,,,,,1,2.467830059,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.03,"Cleaning up around 
the house",0.05,"Playing a tennis match
 with a friend",,,,,0,46,46,38,,,,,,,,,,,2,1.834495139,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,47,47,27,,,,,,,,,,,1,1.317456511,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.01,"Getting breakfast
by yourself",0.04,"Gaining Instagram
followers",,,,,0,48,48,44,,,,,,,,,,,1,2.784390528,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
0.05,"Putting together 
a puzzle",0.01,"Going to the movies 
with a friend",,,,,0,49,49,0,,,,,,,,,,,2,1.801039296,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,0,0,13,,,,,,,,,1,0,2.417743487,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,1,1,4,,,,,,,,,1,0,2.751167326,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,2,2,21,,,,,,,,,1,0,2.434086835,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,3,3,3,,,,,,,,,1,0,2.484346333,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,4,4,2,,,,,,,,,2,0,2.434139397,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,5,5,0,,,,,,,,,1,0,2.634431878,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,6,6,20,,,,,,,,,None,0,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,7,7,24,,,,,,,,,2,0,2.351129445,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,8,8,19,,,,,,,,,2,0,1.750846356,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,9,9,22,,,,,,,,,1,0,2.084132415,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,10,10,6,,,,,,,,,1,0,1.883597029,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,11,11,11,,,,,,,,,2,0,2.518449093,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,12,12,1,,,,,,,,,1,0,1.484300302,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,13,13,15,,,,,,,,,2,0,1.73384334,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,14,14,9,,,,,,,,,1,0,2.001116864,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,15,15,7,,,,,,,,,1,0,1.384080195,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,16,16,23,,,,,,,,,2,0,2.701064582,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,17,17,8,,,,,,,,,1,0,1.86765365,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,18,18,10,,,,,,,,,2,0,1.183961573,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,19,19,12,,,,,,,,,2,0,2.050930673,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,20,20,16,,,,,,,,,2,0,2.250924888,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,21,21,17,,,,,,,,,2,0,1.933950143,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,22,22,18,,,,,,,,,1,0,1.784171261,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,23,23,14,,,,,,,,,2,0,1.784171261,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,24,24,5,,,,,,,,,1,0,1.800705885,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.469464145,,,,,,,,,,,,,,,,,,,,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,7,20.29,"[(None, 0.0), (7, 19.489), (7, 20.29)]",2,15.855,5,10.187,4,5.069,7,4.102,5,11.67,3,4.952,4,6.705,7,3.084,newer wtp,wtp05,20,60.1274077,f,1,2018_Feb_21_1030
