leftmoney,Right,rightmoney,Left,leftmoney1,rightmoney1,Left1,Right1,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop2.thisRepN,Loop2.thisTrialN,Loop2.thisN,Loop2.thisIndex,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,spacebar.keys,spacebar.rt,responses.keys,responses.rt,response1.keys,response1.corr,response1.rt,key_resp_2.keys,key_resp_2.rt,rating.response,rating.rt,rating.history,rating_2.response,rating_2.rt,rating_3.response,rating_3.rt,rating_4.response,rating_4.rt,rating_6.response,rating_6.rt,rating_7.response,rating_7.rt,rating_8.response,rating_8.rt,rating_9.response,rating_9.rt,rating_5.response,rating_5.rt,expName,participant,age,frameRate,sex,session,date
0.01,"Watching YouTube
videos",0.02,"Making breakfast 
for your family",,,,,0,45,45,41,,,,,,,,,,,2,1.967828548,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
0.04,"Getting breakfast with 
a significant other",0.02,Listening to a podcast,,,,,0,46,46,27,,,,,,,,,,,1,1.650996043,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
0.02,Practicing photography,0.04,"Going to a concert 
with a friend",,,,,0,47,47,10,,,,,,,,,,,2,2.368337619,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
0.01,"Buying clothes 
for yourself",0.03,"Going to a party
with roommates",,,,,0,48,48,48,,,,,,,,,,,2,2.951313932,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
0.01,"Studying abroad 
with friends",0.05,Playing with a pet,,,,,0,49,49,45,,,,,,,,,,,2,1.484308175,,,,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.03,0.04,"Going to a music
festival with friends","Buying flowers for 
a significant other",,,,,0,0,0,5,,,,,,,,,2,0,3.518315241,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.02,0.02,"Working on a group
project with classmates","Getting likes on an
Instagram picture",,,,,0,1,1,17,,,,,,,,,1,0,2.351698285,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.05,0.02,"Sleeping over at 
a friend's house","Taking your friend 
to the spa",,,,,0,2,2,1,,,,,,,,,1,0,2.167751541,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.04,0.02,"Baking cookies for
a neighbor","Getting tagged in 
Instagram pictures",,,,,0,3,3,11,,,,,,,,,1,0,2.468003806,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.01,0.01,"Going to a comedy show 
with a significant other","Watching friends'
Snapchat stories",,,,,0,4,4,23,,,,,,,,,2,0,2.50129989,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.04,0.01,"Getting retweeted by 
a celebrity","Planning a surprise 
party for a family member",,,,,0,5,5,4,,,,,,,,,1,0,2.518086645,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.05,0.01,Posting Instagram stories,"Making cookies to 
give to a friend",,,,,0,6,6,8,,,,,,,,,1,0,2.467982657,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.01,0.05,"Getting drinks 
with co-workers","Playing icebreakers
with classmates",,,,,0,7,7,19,,,,,,,,,2,0,2.435791611,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.05,0.03,"Going to a street fair
with friends",Having a Tweet go viral,,,,,0,8,8,15,,,,,,,,,2,0,2.351539045,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.05,0.02,"Eating dinner at a 
restaurant with family","Eating dinner at a
restaurant with friends ",,,,,0,9,9,14,,,,,,,,,2,0,2.98475837,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.01,0.05,"Playing videogames 
with friends","Taking your friend 
on a cruise",,,,,0,10,10,6,,,,,,,,,2,0,2.551460794,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.01,0.04,"Talking over the phone
with a friend","Talking over the phone
with a significant other",,,,,0,11,11,7,,,,,,,,,2,0,2.351240159,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.05,0.01,Taking classes with a friend,"Taking a family member
 on a shopping trip",,,,,0,12,12,0,,,,,,,,,1,0,2.001837169,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.01,0.02,"Learning to drive 
with a family member","Going dancing with
a significant other",,,,,0,13,13,21,,,,,,,,,2,0,2.601312548,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.03,0.05,"Going to a parade 
with family","Making a friend’s 
favorite dinner",,,,,0,14,14,3,,,,,,,,,2,0,2.251791061,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.02,0.04,"Going to a bar 
with friends","Getting a slice of 
pizza with a friend",,,,,0,15,15,10,,,,,,,,,1,0,2.784408976,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.02,0.05,"Going to an amusement 
park with a friend","Baking a cake for a 
family member’s birthday",,,,,0,16,16,2,,,,,,,,,2,0,1.734114957,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.02,0.01,Going on a blind date,"Going to a coffee 
shop with friends",,,,,0,17,17,9,,,,,,,,,1,0,2.802419888,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.02,0.05,"Taking an art class 
with friends","Walking around Central 
Park with family",,,,,0,18,18,13,,,,,,,,,1,0,2.668277313,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.03,0.02,"Getting ice cream
with friends","Going sight-seeing
with family",,,,,0,19,19,24,,,,,,,,,1,0,1.651230549,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.03,0.03,"Celebrating holidays 
with family","Talking to a friend 
over Skype",,,,,0,20,20,12,,,,,,,,,2,0,2.184663635,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.04,0.03,"Going to a flea market
with family","Playing volleyball
with friends",,,,,0,21,21,16,,,,,,,,,1,0,2.401344458,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.02,0.03,"Getting verified on 
Instagram","Playing ping-pong
with friends",,,,,0,22,22,22,,,,,,,,,2,0,1.834555573,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.01,0.03,"Getting likes on a 
Facebook status","Going on a first date 
to the movies",,,,,0,23,23,20,,,,,,,,,1,0,2.151389011,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,0.03,0.01,"Going to a karaoke
bar with friends","Going on a weekend
getaway with family",,,,,0,24,24,18,,,,,,,,,1,0,1.301018296,,,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,,,,,,,,,,,,,,,,,,,,,,,,space,9.753644247,,,,,,,,,,,,,,,,,,,,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,7,15.304,"[(None, 0.0), (7, 14.339), (7, 15.304)]",7,7.386,4,7.653,4,3.919,7,3.152,7,4.401,1,4.135,3,5.852,4,4.335,newer wtp,wtp11,19,59.86904409,f,1,2018_Feb_26_1220
