selectBlock,alltrials.thisRepN,alltrials.thisTrialN,alltrials.thisN,alltrials.thisIndex,Reward.thisRepN,Reward.thisTrialN,Reward.thisN,Reward.thisIndex,Loss.thisRepN,Loss.thisTrialN,Loss.thisN,Loss.thisIndex,response1.keys,response1.rt,response3.keys,response3.rt,response2.keys,response2.rt,key_resp_2.keys,key_resp_2.rt,date,frameRate,expName,session,participant,
1,0,18,18,12,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,19,19,23,0,0,0,0,,,,,,,,,1,0.633773244132,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,19,19,23,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,20,20,11,,,,,0,0,0,0,,,1,0.517588708637,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,20,20,11,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,21,21,14,,,,,0,0,0,0,,,2,0.734330801759,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,21,21,14,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,22,22,20,0,0,0,0,,,,,,,,,2,0.384206877614,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,22,22,20,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,23,23,9,,,,,0,0,0,0,,,1,0.750328821217,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
2,0,23,23,9,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,24,24,4,0,0,0,0,,,,,,,,,1,0.617791708501,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
1,0,24,24,4,,,,,,,,,,,,,,,,,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
,,,,,,,,,,,,,,,,,,,space,10.3538215884,2020_Jan_06_1140,59.9675288996,Experiment1,001,002,
