uniqueCode,spacebar.keys,spacebar.rt,spacebar3.keys,spacebar3.rt,resp.keys,resp.rt,exResponses.keys,exResponses.rt,example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,example.ran,example.order,LeftEx,RightEx,LMoneyEx,RMoneyEx,Participant ID *,Age *,Sex *,date,expName,psychopyVersion,frameRate,responses.keys,responses.rt,Loop.thisRepN,Loop.thisTrialN,Loop.thisN,Loop.thisIndex,Loop.ran,Loop.order,Left,Right,leftmoney,rightmoney,greenText,key_resp_2.keys,key_resp_2.rt,slider1.response,slider1.rt,slideKeys.rt,slider2.response,slider2.rt,slider3.response,slider3.rt,slideKeys3.rt,slider4.response,slider4.rt,slideKeys4.rt,slider6.response,slider6.rt,slideKeys6.rt,slider5.response,slider5.rt,slideKeys5.rt,questions.thisRepN,questions.thisTrialN,questions.thisN,questions.thisIndex,questions.ran,questions.order
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.894999981,1,0,50,13,1,49,"Going for a bicycle
ride alone","Going on Spring Break 
vacation with friends",$0.05 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.915999889,1,0,50,35,1,49,"Looking through old 
photo albums","Having a movie marathon 
with a roommate",$0.01 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.667999983,1,0,50,19,1,49,"Playing a videogame 
at home","Snapchatting with
friends",$0.04 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,3.559999943,1,0,50,4,1,49,"Attending a family 
barbeque","Watching a football 
game from home",$0.04 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.81799984,1,0,50,42,1,49,"Listening to music
by yourself","Giving a friend a ride
to school",$0.01 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.148000002,1,0,50,40,1,49,"Going to the beach 
alone","Shopping for clothes
with friends",$0.02 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.832000017,1,0,50,44,1,49,"Gaining Instagram
followers","Getting breakfast
by yourself",$0.01 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.499000072,1,0,50,2,1,49,"Attending a family member’s 
wedding","Practicing an
 instrument",$0.02 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,1.880000114,1,0,50,22,1,49,"Attending a Superbowl 
party",Exercising from home,$0.02 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.065000057,1,0,50,5,1,49,Getting a haircut,"Going on a 
dinner date",$0.03 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.350000143,1,0,50,37,1,49,Writing journal entries,"Going to a nightclub with 
a group of friends",$0.01 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,3.011000156,1,0,50,16,1,49,"Spending a day at the 
beach with a friend","Trying out a new 
recipe at home",$0.04 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.717999935,1,0,50,39,1,49,"Going on a hike 
by yourself","Babysitting for a 
family member",$0.04 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.996999979,1,0,50,41,1,49,"Making breakfast 
for your family","Watching YouTube
videos",$0.01 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,2.146000147,1,0,50,15,1,49,"Going to a museum 
alone","Participating in 
a debate",$0.05 ,$0.03 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.947999954,1,0,50,36,1,49,"Watching the sunset 
with a significant other",Reading at the library,$0.02 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.298000097,1,0,50,25,1,49,"Painting your bedroom
a new color","Having a romantic dinner 
with a significant other",$0.02 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.046000004,1,0,50,47,1,49,"Watching television
with family","Reading news 
articles",$0.04 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.815000057,1,0,50,34,1,49,"Seeing a play with a 
significant other","Going to the movies 
by yourself",$0.03 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,3.029999971,1,0,50,17,1,49,"Watching a new 
episode of a television 
show","Having a picnic 
with family",$0.02 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.246999979,1,0,50,27,1,49,Listening to a podcast,"Getting breakfast with 
a significant other",$0.04 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.964999914,1,0,50,11,1,49,"Going on vacation 
by yourself","Going to a work outing
with colleagues",$0.04 ,$0.01 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.878999949,1,0,50,10,1,49,"Going to a concert 
with a friend",Practicing photography,$0.02 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,1,1.850999832,1,0,50,7,1,49,Reading a book,"Going to a friend’s 
birthday party",$0.01 ,$0.04 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.280999899,1,0,50,24,1,49,Joining a study group,"Getting a slice of pizza 
by yourself",$0.03 ,$0.02 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,2,2.463000059,1,0,50,6,1,49,"Getting retweets 
on a picture","Buying coffee on 
the way to work",$0.01 ,$0.05 ,green,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,5d3cbeefbaf11000011eda09,22,Female,2019-11-04_15h18.48.627,newer wtp (1),3.1.2,60,,,,,,,,,,,,,,return,6.45600009,3,313.756,10.21000004,4,326.174,3,337.9160001,338.7880001,1,342.9860001,6.103999853,4,350.8280001,10.60500002,3,361.1389999,361.7279999,1,0,1,0,1,0
